,X,Y,tdx12_Araca,tdx30_Araca,srtm30_Araca,srtm30_wgs84_Araca,aster30_Araca,aster30_wgs84_Araca,aw3d30_Araca,aw3d30_wgs84_Araca,srtm30_wgs84-tdx12,srtm30_wgs84-tdx30,srtm30_wgs84-aster30_wgs84,srtm30_wgs84-aw3d30_wgs84
179,-63.17822818,0.0018215,48.34451,48.82161,58.0,51.29415717,60.0,53.29415717,NaN,NaN,2.94964717,2.47254717,-2.0,NaN
180,-63.31093897,0.57303327,42.80766,41.92674,49.0,42.26117569,39.0,32.26117569,NaN,NaN,-0.54648431,0.33443569,10.0,NaN
181,-63.31004374,0.80022031,79.35988,79.44335,84.0,77.15304322,99.0,92.15304322,NaN,NaN,-2.20683678,-2.29030678,-15.0,NaN
182,-63.64940737,0.61321946,51.18662,50.1404,60.0,53.9704097,46.0,39.9704097,59.0,52.97055995,2.7837897,3.8300097,14.0,0.99984975
183,-63.78343313,0.70909347,71.94571,70.96737,80.0,74.2175024,74.0,68.2175024,79.0,73.21765737,2.2717924,3.2501324,6.0,0.99984503
184,-63.26775927,0.53094844,40.35856,39.75149,46.0,39.19155427,35.0,28.19155427,NaN,NaN,-1.16700573,-0.55993573,11.0,NaN
185,-63.96008839,0.88532438,83.36248,82.36918,86.0,80.51680937,80.0,74.51680937,91.0,85.51697312,-2.84567063,-1.85237063,6.0,-5.00016375
186,-63.70992182,0.74762692,44.98724,49.34299,60.0,54.03222262,74.0,68.03222262,65.0,59.03237126,9.04498262,4.68923262,-14.0,-5.00014864
187,-63.2327385,0.89967847,765.8632,760.9229,777.0,769.95085254,759.0,751.95085254,NaN,NaN,4.08765254,9.02795254,18.0,NaN
188,-63.41252299,0.77804805,62.45846,63.26605,68.0,61.37669448,66.0,59.37669448,73.0,66.3774085,-1.08176552,-1.88935552,2.0,-5.00071402
189,-63.55749731,0.13136335,51.08236,52.11357,56.0,50.04595942,65.0,59.04595942,57.0,51.04613809,-1.03640058,-2.06761058,-9.0,-1.00017867
190,-63.07744816,0.48659065,33.95681,32.86227,39.0,31.81925038,34.0,26.81925038,40.0,32.81994896,-2.13755962,-1.04301962,5.0,-1.00069858
191,-63.20116724,0.80583401,670.395,669.9974,678.0,670.92729617,677.0,669.92729617,NaN,NaN,0.53229617,0.92989617,1.0,NaN
192,-63.95987085,0.82842652,72.36395,74.74072,83.0,77.54985562,76.0,70.54985562,81.0,75.55002052,5.18590562,2.80913562,7.0,1.9998351
193,-63.34908994,0.35607047,30.74426,32.11385,41.0,34.45371419,35.0,28.45371419,NaN,NaN,3.70945419,2.33986419,6.0,NaN
194,-63.53794674,0.83767941,72.13123,72.479,78.0,71.61343593,55.0,48.61343593,81.0,74.61357149,-0.51779407,-0.86556407,23.0,-3.00013556
195,-63.64129893,0.69424289,53.2351,54.3991,66.0,59.90950837,62.0,55.90950837,NaN,NaN,6.67440837,5.51040837,4.0,NaN
196,-63.07180882,0.79227852,65.74572,65.23525,72.0,64.6714522,80.0,72.6714522,72.0,64.67201,-1.0742678,-0.5637978,-8.0,-0.000557799999996
197,-63.98411357,0.18174766,37.11443,39.68493,54.0,49.02472949,55.0,50.02472949,47.0,42.02472949,11.91029949,9.33979949,-1.0,7.0
198,-63.37510409,0.00855981,52.02388,53.94965,58.0,51.71715412,58.0,51.71715412,NaN,NaN,-0.30672588,-2.23249588,0.0,NaN
199,-63.94942739,0.15544532,52.98399,52.78203,58.0,52.95756779,68.0,62.95756779,56.0,50.95756779,-0.02642221,0.17553779,-10.0,2.0
200,-63.48538949,0.732652,62.10503,60.83286,69.0,62.55234161,53.0,46.55234161,71.0,64.55306957,0.44731161,1.71948161,16.0,-2.00072796
201,-63.93500036,0.85021916,86.31296,87.59304,94.0,88.47992787,89.0,83.47992787,95.0,89.480723,2.16696787,0.88688787,5.0,-1.00079513
202,-63.18459251,0.82021484,289.2617,285.3675,298.0,290.88711127,272.0,264.88711127,NaN,NaN,1.62541127,5.51961127,26.0,NaN
203,-63.47620803,0.69590708,55.85114,55.9359,63.0,56.55095706,53.0,46.55095706,64.0,57.55154991,0.69981706,0.61505706,10.0,-1.00059285
204,-63.63403704,0.62995689,49.01778,49.03285,62.0,55.92765896,51.0,44.92765896,59.0,52.92780754,6.90987896,6.89480896,11.0,2.99985142
205,-63.93043282,0.71599464,66.33734,67.97508,74.0,68.54886952,65.0,59.54886952,76.0,70.54903518,2.21152952,0.57378952,9.0,-2.00016566
206,-63.33539324,0.34283277,32.60509,32.11313,43.0,36.4311665,51.0,44.4311665,NaN,NaN,3.8260765,4.3180365,-8.0,NaN
207,-63.04748889,0.81849151,63.07431,63.18289,74.0,66.61186412,79.0,71.61186412,NaN,NaN,3.53755412,3.42897412,-5.0,NaN
208,-63.83394026,0.51156672,46.94821,50.30744,57.0,51.44747146,61.0,55.44747146,51.0,45.44763874,4.49926146,1.14003146,-4.0,5.99983272
209,-63.20521553,0.98201265,688.9926,694.3539,713.0,705.85924738,707.0,699.85924738,NaN,NaN,16.86664738,11.50534738,6.0,NaN
210,-63.62655332,0.87204667,79.35121,77.96439,82.0,75.78597261,75.0,68.78597261,86.0,79.78611242,-3.56523739,-2.17841739,7.0,-4.00013981
211,-63.61335479,0.58751662,38.49757,40.49026,50.0,43.90447182,42.0,35.90447182,51.0,44.90508491,5.40690182,3.41421182,8.0,-1.00061309
212,-63.85854374,0.7894505,65.82488,65.97803,73.0,67.34156615,68.0,62.34156615,74.0,68.34156615,1.51668615,1.36353615,5.0,-1.0
213,-63.49416529,0.07725431,50.21982,51.00941,55.0,48.93782883,75.0,68.93782883,NaN,NaN,-1.28199117,-2.07158117,-20.0,NaN
214,-63.74681681,0.87807077,73.26321,72.9269,81.0,75.04421109,75.0,69.04421109,81.0,75.04421109,1.78100109,2.11731109,6.0,0.0
215,-63.26097134,0.27545825,41.43468,38.37071,47.0,40.3092227,35.0,28.3092227,49.0,42.30981295,-1.1254573,1.9385127,12.0,-2.00059025
216,-63.56848586,0.84627306,71.39037,71.84205,76.0,69.67437226,74.0,67.67437226,80.0,73.6745093,-1.71599774,-2.16767774,2.0,-4.00013704
217,-63.03839226,0.75217192,61.55732,61.57581,71.0,63.62159787,72.0,64.62159787,NaN,NaN,2.06427787,2.04578787,-1.0,NaN
218,-63.429655,0.3668327,35.11002,35.05219,49.0,42.62192664,37.0,30.62192664,NaN,NaN,7.51190664,7.56973664,12.0,NaN
219,-63.29025964,0.772089,70.67925,70.47791,84.0,77.12503244,96.0,89.12503244,NaN,NaN,6.44578244,6.64712244,-12.0,NaN
220,-63.40155837,0.74109464,58.3126,59.30724,65.0,58.37140764,66.0,59.37140764,68.0,61.37153937,0.05880764,-0.93583236,-1.0,-3.00013173
221,-63.66730043,0.639588,57.32961,54.33258,65.0,58.99555938,59.0,52.99555938,66.0,59.99632566,1.66594938,4.66297938,6.0,-1.00076628
222,-63.30594959,0.94141722,1050.616,1053.669,1062.0,1055.08142494,1028.0,1021.08142494,NaN,NaN,4.46542494,1.41242494,34.0,NaN
223,-63.21330113,0.93017831,870.358,870.881,878.0,870.89825108,850.0,842.89825108,873.0,865.89837018,0.54025108,0.0172510799999,28.0,4.9998809
224,-63.26696629,0.31284773,29.86458,30.41353,43.0,36.301737,33.0,26.301737,41.0,34.30232638,6.437157,5.888207,10.0,1.99941062
225,-63.80061506,0.20818297,50.9999,50.57026,59.0,53.56098528,50.0,44.56098528,55.0,49.56098528,2.56108528,2.99072528,9.0,4.0
226,-63.72396697,0.54186847,45.23678,45.86825,57.0,51.17744664,51.0,45.17744664,52.0,46.17760504,5.94066664,5.30919664,6.0,4.9998416
227,-63.67308089,0.33595462,38.44201,38.0629,43.0,37.18198497,43.0,37.18198497,44.0,38.18261991,-1.26002503,-0.88091503,0.0,-1.00063494
228,-63.39929469,0.35821034,36.24489,36.55207,45.0,38.56038209,38.0,31.56038209,NaN,NaN,2.31549209,2.00831209,7.0,NaN
229,-63.06084855,0.8449736,74.54363,74.403,81.0,73.62747069,94.0,86.62747069,84.0,76.62814289,-0.91615931,-0.77552931,-13.0,-3.0006722
230,-63.54868141,0.46637123,47.6749,48.00037,58.0,51.82742948,53.0,46.82742948,58.0,51.8281944,4.15252948,3.82705948,5.0,-0.000764919999995
231,-63.8310142,0.2728536,40.09299,39.38625,48.0,42.59018111,25.0,19.59018111,44.0,38.59018111,2.49719111,3.20393111,23.0,4.0
232,-63.78845952,0.28724457,44.34719,44.37474,46.0,40.48026213,56.0,50.48026213,49.0,43.48026213,-3.86692787,-3.89447787,-10.0,-3.0
233,-63.97382078,0.22373597,49.06159,50.40128,61.0,55.9695274,50.0,44.9695274,58.0,52.9695274,6.9079374,5.5682474,11.0,3.0
234,-63.72171983,0.47864819,51.99976,52.07845,59.0,53.20825536,53.0,47.20825536,60.0,54.20888807,1.20849536,1.12980536,6.0,-1.00063271
235,-63.61383053,0.02352965,44.36801,44.29374,53.0,47.2473315,38.0,32.2473315,51.0,45.2473315,2.8793215,2.9535915,15.0,2.0
236,-63.05023024,0.22401563,33.32804,34.4427,42.0,34.89606389,39.0,31.89606389,NaN,NaN,1.56802389,0.45336389,3.0,NaN
237,-63.88600721,0.23896502,46.87064,47.11463,53.0,47.74460993,52.0,46.74460993,50.0,44.74460993,0.87396993,0.62997993,1.0,3.0
238,-63.19534284,0.02354653,52.00885,51.18139,58.0,51.31728105,46.0,39.31728105,NaN,NaN,-0.69156895,0.13589105,12.0,NaN
239,-63.87885017,0.49194972,54.71041,54.22789,59.0,53.56399903,57.0,51.56399903,59.0,53.56399903,-1.14641097,-0.66389097,2.0,0.0
240,-63.78473116,0.85101457,63.88278,63.45158,71.0,65.14194588,74.0,68.14194588,71.0,65.14271197,1.25916588,1.69036588,-3.0,-0.000766089999999
241,-63.96232499,0.05988459,51.53762,52.65285,58.0,53.05986283,54.0,49.05986283,58.0,53.05986283,1.52224283,0.40701283,4.0,0.0
242,-63.51945322,0.29059508,52.49174,53.08836,57.0,50.86258469,56.0,49.86258469,61.0,54.86320274,-1.62915531,-2.22577531,1.0,-4.00061805
243,-63.5143949,0.2732509,53.62629,52.65867,58.0,51.861776,62.0,55.861776,59.0,52.861776,-1.764514,-0.796894,-4.0,-1.0
244,-63.19410218,0.99811579,635.7123,633.0284,660.0,652.83003985,653.0,645.83003985,NaN,NaN,17.11773985,19.80163985,7.0,NaN
245,-63.71308435,0.3457959,36.88456,37.47693,40.0,34.26767328,36.0,30.26767328,44.0,38.26848265,-2.61688672,-3.20925672,4.0,-4.00080937
246,-63.61451844,0.86601876,71.73457,71.70618,78.0,71.76276688,60.0,53.76276688,NaN,NaN,0.02819688,0.05658688,18.0,NaN
247,-63.37281528,0.33693456,34.09492,33.96421,46.0,39.51496417,38.0,31.51496417,NaN,NaN,5.42004417,5.55075417,8.0,NaN
248,-63.7110489,0.57342317,55.21233,55.43026,63.0,57.13020579,44.0,38.13020579,64.0,58.13020579,1.91787579,1.69994579,19.0,-1.0
249,-63.49770727,0.28162549,48.31643,49.11685,54.0,47.81967987,69.0,62.81967987,NaN,NaN,-0.49675013,-1.29717013,-15.0,NaN
250,-63.09476371,0.32640252,33.664,34.21187,44.0,36.93430659,39.0,31.93430659,43.0,35.93487976,3.27030659,2.72243659,5.0,0.99942683
251,-63.79305726,0.98627312,80.43185,80.77643,89.0,83.0873505,88.0,82.0873505,88.0,82.08810585,2.6555005,2.3109205,1.0,0.99924465
252,-63.70253066,0.62098433,52.59703,52.5217,63.0,57.08429722,53.0,47.08429722,60.0,54.0850718,4.48726722,4.56259722,10.0,2.99922542
253,-63.47579905,0.86922503,99.65836,102.9898,111.0,104.46660659,124.0,117.46660659,110.0,103.46673806,4.80824659,1.47680659,-13.0,0.99986853
254,-63.38867144,0.47787811,37.06074,36.85281,46.0,39.47385152,53.0,46.47385152,NaN,NaN,2.41311152,2.62104152,-7.0,NaN
255,-63.03536804,0.51527762,46.08198,45.76634,54.0,46.72053841,64.0,56.72053841,NaN,NaN,0.63855841,0.95419841,-10.0,NaN
256,-63.64189515,0.18714596,56.28798,56.96725,59.0,53.20329204,35.0,29.20329204,63.0,57.20329204,-3.08468796,-3.76395796,24.0,-4.0
257,-63.4304774,0.2334806,48.33356,49.24188,54.0,47.69971287,42.0,35.69971287,NaN,NaN,-0.63384713,-1.54216713,12.0,NaN
258,-63.04571809,0.20621604,30.02752,30.11124,39.0,31.8965313,46.0,38.8965313,41.0,33.89710414,1.8690113,1.7852913,-7.0,-2.00057284
259,-63.8720708,0.29034917,62.45133,61.14932,62.0,56.67681249,55.0,49.67681249,64.0,58.67681249,-5.77451751,-4.47250751,7.0,-2.0
260,-63.03231318,0.07332313,30.38596,30.38333,40.0,32.94399963,46.0,38.94399963,42.0,34.94473859,2.55803963,2.56066963,-6.0,-2.00073896
261,-63.22861958,0.56967903,52.45729,53.0439,61.0,54.09124182,52.0,45.09124182,63.0,56.09195007,1.63395182,1.04734182,9.0,-2.00070825
262,-63.21177392,0.54526819,36.92952,37.25568,44.0,37.06777648,55.0,48.06777648,44.0,37.06848488,0.13825648,-0.18790352,-11.0,-0.000708400000001
263,-63.67660854,0.85732213,69.23096,69.60111,78.0,71.90155868,71.0,64.90155868,77.0,70.90170197,2.67059868,2.30044868,7.0,0.99985671
264,-63.4677193,0.1600759,50.71737,51.54347,58.0,51.82626371,49.0,42.82626371,NaN,NaN,1.10889371,0.28279371,9.0,NaN
265,-63.65885785,0.62629795,54.55139,55.82838,71.0,64.98428663,56.0,49.98428663,67.0,60.98443686,10.43289663,9.15590663,15.0,3.99984977
266,-63.72744235,0.61042551,62.59354,62.5796,75.0,69.14624516,56.0,50.14624516,69.0,63.14640041,6.55270516,6.56664516,19.0,5.99984475
267,-63.8714322,0.12088422,52.70468,52.258,60.0,54.7913247,60.0,54.7913247,55.0,49.7913247,2.0866447,2.5333247,0.0,5.0
268,-63.54731656,0.6894168,59.79506,60.52897,71.0,64.70685506,48.0,41.70685506,68.0,61.70759636,4.91179506,4.17788506,23.0,2.9992587
269,-63.29858803,0.25125539,47.50204,45.77708,57.0,50.40327607,42.0,35.40327607,NaN,NaN,2.90123607,4.62619607,15.0,NaN
270,-63.56495691,0.29360633,53.20707,51.97604,59.0,52.96257573,42.0,35.96257573,61.0,54.96274104,-0.24449427,0.98653573,17.0,-2.00016531
271,-63.44882818,0.90158743,954.1732,956.3392,967.0,960.39501752,966.0,959.39501752,948.0,941.39514691,6.22181752,4.05581752,1.0,18.99987061
272,-63.53812883,0.99487661,247.9368,251.9741,261.0,254.53768971,240.0,233.53768971,258.0,251.53840478,6.60088971,2.56358971,21.0,2.99928493
273,-63.50068259,0.85486928,84.72808,83.55962,92.0,85.5255894,64.0,57.5255894,94.0,87.52630941,0.7975094,1.9659694,28.0,-2.00072001
274,-63.01559231,0.93712601,105.6989,106.0596,118.0,110.49911382,112.0,104.49911382,NaN,NaN,4.80021382,4.43951382,6.0,NaN
275,-63.30435753,0.96947516,1296.368,1298.88,1306.0,1299.06569517,1287.0,1280.06569517,NaN,NaN,2.69769517,0.18569517,19.0,NaN
276,-63.18852592,0.64957274,48.84574,48.71026,53.0,45.97087768,55.0,47.97087768,55.0,47.97157458,-2.87486232,-2.73938232,-2.0,-2.0006969
277,-63.70061928,0.59390698,56.93373,56.16948,71.0,65.09500804,48.0,42.09500804,65.0,59.09563091,8.16127804,8.92552804,23.0,5.99937713
278,-63.80076512,0.75284436,67.37636,66.854,74.0,68.23192851,63.0,57.23192851,72.0,66.23192851,0.85556851,1.37792851,11.0,2.0
279,-63.32900395,0.4407541,35.09039,34.91554,45.0,38.36560231,40.0,33.36560231,NaN,NaN,3.27521231,3.45006231,5.0,NaN
280,-63.5249261,0.76076769,63.54616,63.33125,74.0,67.62334006,68.0,61.62334006,73.0,66.62347725,4.07718006,4.29209006,6.0,0.99986281
281,-63.96382576,0.45209571,59.91714,57.40836,61.0,55.79136926,48.0,42.79136926,66.0,60.79136926,-4.12577074,-1.61699074,13.0,-5.0
282,-63.97035698,0.23434447,35.3856,34.97196,43.0,37.95391069,31.0,25.95391069,42.0,36.95391069,2.56831069,2.98195069,12.0,1.0
283,-63.0240638,0.64731685,44.65585,45.36958,57.0,49.63801611,51.0,43.63801611,56.0,48.63857477,4.98216611,4.26843611,6.0,0.99944134
284,-63.76419261,0.2464651,45.64016,45.45861,48.0,42.44913427,37.0,31.44913427,NaN,NaN,-3.19102573,-3.00947573,11.0,NaN
285,-63.00655166,0.08663691,32.24475,31.78071,41.0,33.88295356,39.0,31.88295356,42.0,34.88352679,1.63820356,2.10224356,2.0,-1.00057323
286,-63.41992125,0.72454312,59.38641,60.85579,67.0,60.41783216,61.0,54.41783216,69.0,62.41796535,1.03142216,-0.43795784,6.0,-2.00013319
287,-63.93479727,0.92503005,73.21576,73.86581,80.0,74.43629374,75.0,69.43629374,83.0,77.4364547,1.22053374,0.57048374,5.0,-3.00016096
288,-63.20515582,0.87862979,946.8066,946.8993,947.0,939.90358507,944.0,936.90358507,NaN,NaN,-6.90301493,-6.99571493,3.0,NaN
289,-63.11373838,0.59031545,43.43952,43.13344,45.0,37.84521143,62.0,54.84521143,NaN,NaN,-5.59430857,-5.28822857,-17.0,NaN
290,-63.18734104,0.19691895,26.35065,26.35271,38.0,31.19702639,35.0,28.19702639,35.0,28.19776916,4.84637639,4.84431639,3.0,2.99925723
291,-63.46931078,0.37667711,35.599,35.86029,45.0,38.70243861,41.0,34.70243861,NaN,NaN,3.10343861,2.84214861,4.0,NaN
292,-63.54315627,0.83367717,74.51715,74.87605,80.0,73.62598391,66.0,59.62598391,85.0,78.62671175,-0.89116609,-1.25006609,14.0,-5.00072784
293,-63.27326519,0.05679036,48.36885,49.97518,53.0,46.46410479,67.0,60.46410479,NaN,NaN,-1.90474521,-3.51107521,-14.0,NaN
294,-63.44657541,0.03019784,47.821,50.36102,58.0,51.8621978,65.0,58.8621978,NaN,NaN,4.0411978,1.5011778,-7.0,NaN
295,-63.87434442,0.44479075,41.28468,38.11876,43.0,37.58287066,55.0,49.58287066,46.0,40.58287066,-3.70180934,-0.53588934,-12.0,-3.0
296,-63.00983558,0.54086864,37.8427,37.98447,49.0,41.6571018,50.0,42.6571018,50.0,42.65766228,3.8144018,3.6726318,-1.0,-1.00056048
297,-63.07358474,0.76404041,67.01584,65.35616,73.0,65.68677086,76.0,68.68677086,73.0,65.68744849,-1.32906914,0.33061086,-3.0,-0.000677629999998
298,-63.60311825,0.49545575,47.24975,48.48602,57.0,50.93184938,58.0,51.93184938,56.0,49.93262026,3.68209938,2.44582938,-1.0,0.99922912
299,-63.89775979,0.95821263,75.93979,77.49667,84.0,78.333865,78.0,72.333865,86.0,80.33402243,2.394075,0.837195,6.0,-2.00015743
300,-63.96429858,0.02196363,52.85579,53.5209,62.0,57.09318586,45.0,40.09318586,60.0,55.09318586,4.23739586,3.57228586,17.0,2.0
301,-63.14397293,0.74853791,91.09681,90.50769,101.0,93.83601779,95.0,87.83601779,99.0,91.83670294,2.73920779,3.32832779,6.0,1.99931485
302,-63.89883507,0.01966591,56.84041,57.0598,65.0,59.93182575,61.0,55.93182575,61.0,55.93182575,3.09141575,2.87202575,4.0,4.0
303,-63.26860194,0.30833227,28.96182,29.55775,39.0,32.30768102,39.0,32.30768102,40.0,33.30783166,3.34586102,2.74993102,0.0,-1.00015064
304,-63.54830004,0.35157881,42.22939,42.09288,55.0,48.8913214,51.0,44.8913214,50.0,43.89148151,6.6619314,6.7984414,4.0,4.99983989
305,-63.12313478,0.73073133,89.03871,88.67259,97.0,89.80155671,96.0,88.80155671,NaN,NaN,0.76284671,1.12896671,1.0,NaN
306,-63.97344283,0.27607919,59.05979,59.15959,62.0,56.93233232,58.0,52.93233232,64.0,58.93252366,-2.12745768,-2.22725768,4.0,-2.00019134
307,-63.78155711,0.16521842,52.6573,60.22442,64.0,58.54434113,58.0,52.54434113,NaN,NaN,5.88704113,-1.68007887,6.0,NaN
308,-63.12371943,0.68973032,74.83939,75.00886,81.0,73.82078222,74.0,66.82078222,82.0,74.82134626,-1.01860778,-1.18807778,7.0,-1.00056404
309,-63.83932942,0.58040261,56.29827,56.83065,67.0,61.41859832,55.0,49.41859832,63.0,57.41876255,5.12032832,4.58794832,12.0,3.99983577
310,-63.41094172,0.31171221,31.73741,32.12074,39.0,32.61148192,32.0,25.61148192,NaN,NaN,0.87407192,0.49074192,7.0,NaN
311,-63.867237,0.99327106,86.58428,87.44941,95.0,89.24639527,90.0,84.24639527,95.0,89.24716335,2.66211527,1.79698527,5.0,-0.00076808
312,-63.90109694,0.82039952,71.81381,72.26852,77.0,71.4200958,69.0,63.4200958,80.0,74.4202561,-0.3937142,-0.8484242,8.0,-3.0001603
313,-63.88698223,0.44737391,45.85467,45.58857,50.0,44.61149779,55.0,49.61149779,50.0,44.61149779,-1.24317221,-0.97707221,-5.0,0.0
314,-63.16105117,0.33472758,32.65366,34.06233,44.0,37.06704667,49.0,42.06704667,43.0,36.06762528,4.41338667,3.00471667,-5.0,0.99942139
315,-63.86865179,0.88797347,60.85616,61.9528,58.0,52.30897265,59.0,53.30897265,64.0,58.30912892,-8.54718735,-9.64382735,-1.0,-6.00015627
316,-63.26860883,0.71895593,52.34673,52.31427,60.0,53.10456433,45.0,38.10456433,NaN,NaN,0.75783433,0.79029433,15.0,NaN
317,-63.45128982,0.10719092,32.56944,29.96086,33.0,26.82298315,23.0,16.82298315,NaN,NaN,-5.74645685,-3.13787685,10.0,NaN
318,-63.09178033,0.32560156,34.39098,34.74718,45.0,37.92843207,44.0,36.92843207,42.0,34.92900501,3.53745207,3.18125207,1.0,2.99942706
319,-63.30502924,0.48156969,37.25778,37.10605,49.0,42.29415882,33.0,26.29415882,NaN,NaN,5.03637882,5.18810882,16.0,NaN
320,-63.27613099,0.23505637,50.75727,50.43724,60.0,53.36423041,41.0,34.36423041,NaN,NaN,2.60696041,2.92699041,19.0,NaN
321,-63.72082287,0.12050106,58.95363,54.17758,63.0,57.43076085,49.0,43.43076085,62.0,56.43076085,-1.52286915,3.25318085,14.0,1.0
322,-63.75768155,0.22853821,56.68021,53.56382,59.0,53.44585983,44.0,38.44585983,58.0,52.44585983,-3.23435017,-0.11796017,15.0,1.0
323,-63.5862088,0.89216603,79.41798,80.01411,88.0,81.68913502,86.0,79.68913502,NaN,NaN,2.27115502,1.67502502,2.0,NaN
324,-63.81292072,0.05625662,55.873,54.62097,64.0,58.69531796,58.0,52.69531796,63.0,57.69531796,2.82231796,4.07434796,6.0,1.0
325,-63.74269195,0.82594553,66.22836,66.43265,75.0,69.06271627,64.0,58.06271627,71.0,65.06286474,2.83435627,2.63006627,11.0,3.99985153
326,-63.70147843,0.34333181,38.1486,38.28461,45.0,39.24300114,40.0,34.24300114,45.0,39.24317033,1.09440114,0.95839114,5.0,-0.000169190000001
327,-63.51547727,0.68836316,52.89784,53.32157,64.0,57.63917078,53.0,46.63917078,63.0,56.63917078,4.74133078,4.31760078,11.0,1.0
328,-63.64325942,0.17293453,55.43932,55.68998,57.0,51.21560259,38.0,32.21560259,59.0,53.21560259,-4.22371741,-4.47437741,19.0,-2.0
329,-63.11644105,0.58593965,54.63043,55.10736,62.0,54.85291475,68.0,60.85291475,NaN,NaN,0.22248475,-0.25444525,-6.0,NaN
330,-63.42138494,0.43940302,34.61077,35.03149,47.0,40.5644454,41.0,34.5644454,NaN,NaN,5.9536754,5.5329554,6.0,NaN
331,-63.47908016,0.36495171,37.28959,37.60398,48.0,41.73086508,34.0,27.73086508,NaN,NaN,4.44127508,4.12688508,14.0,NaN
332,-63.39483781,0.73102087,59.16334,61.607,64.0,57.36155711,65.0,58.36155711,NaN,NaN,-1.80178289,-4.24544289,-1.0,NaN
333,-63.53932295,0.79854557,71.28883,70.269,78.0,71.6355929,73.0,66.6355929,NaN,NaN,0.3467629,1.3665929,5.0,NaN
334,-63.19367138,0.61651505,44.41073,45.11168,53.0,45.99691899,47.0,39.99691899,52.0,44.99761914,1.58618899,0.88523899,6.0,0.99929985
335,-63.13177947,0.86370563,113.0902,112.8511,122.0,114.76168552,119.0,111.76168552,122.0,114.76236274,1.67148552,1.91058552,3.0,-0.00067722
336,-63.20180105,0.49113031,39.55029,38.50807,47.0,40.07320124,45.0,38.07320124,48.0,41.0737779,0.52291124,1.56513124,2.0,-1.00057666
337,-63.25171656,0.05194226,25.02804,25.02018,30.0,23.42032152,31.0,24.42032152,27.0,20.42109256,-1.60771848,-1.59985848,-1.0,2.99922896
338,-63.63539507,0.65106597,51.06135,50.78511,64.0,57.9194625,48.0,41.9194625,60.0,53.91961022,6.8581125,7.1343525,16.0,3.99985228
339,-63.2366484,0.70051837,47.75124,47.83674,54.0,47.04705305,52.0,45.04705305,NaN,NaN,-0.70418695,-0.78968695,2.0,NaN
340,-63.21964917,0.83851888,999.8629,996.733,1006.0,998.95030212,977.0,969.95030212,NaN,NaN,-0.91259788,2.21730212,29.0,NaN
341,-63.77877075,0.11533803,59.82642,57.5892,63.0,57.57169306,56.0,50.57169306,61.0,55.57169306,-2.25472694,-0.01750694,7.0,2.0
342,-63.60558146,0.40007865,38.34354,38.66446,50.0,43.99133221,24.0,17.99133221,46.0,39.99195498,5.64779221,5.32687221,26.0,3.99937723
343,-63.86258537,0.48405274,55.40165,54.29138,57.0,51.53097173,72.0,66.53097173,61.0,55.53114247,-3.87067827,-2.76040827,-15.0,-4.00017074
344,-63.99342812,0.05727983,44.50222,43.27382,46.0,41.13981907,44.0,39.13981907,47.0,42.13981907,-3.36240093,-2.13400093,2.0,-1.0
345,-63.71137845,0.77549802,59.24712,60.32575,67.0,61.02046683,79.0,73.02046683,69.0,63.02061465,1.77334683,0.69471683,-12.0,-2.00014782
346,-63.38877147,0.24117181,54.51427,53.16861,60.0,53.60340395,97.0,90.60340395,NaN,NaN,-0.91086605,0.43479395,-37.0,NaN
347,-63.56545791,0.2241018,31.63851,31.27384,32.0,26.00601374,36.0,30.00601374,36.0,30.00601374,-5.63249626,-5.26782626,-4.0,-4.0
348,-63.37404524,0.21561686,45.28352,45.02654,52.0,45.58623213,32.0,25.58623213,NaN,NaN,0.30271213,0.55969213,20.0,NaN
349,-63.35165034,0.49469152,35.00731,36.56226,50.0,43.38636746,32.0,25.38636746,NaN,NaN,8.37905746,6.82410746,18.0,NaN
350,-63.18137796,0.75687179,87.7951,87.35589,99.0,91.90859815,82.0,74.90859815,98.0,90.90872061,4.11349815,4.55270815,17.0,0.99987754
