,Araca_tdx12,Araca_tdx30,Araca_aster30,Araca_aw3d30,Barcelos_tdx12,Barcelos_tdx30,Barcelos_aster30,Barcelos_aw3d30,Pantanal_tdx12,Pantanal_tdx30,Pantanal_aster30,Pantanal_aw3d30,Iporanga_tdx12,Iporanga_tdx30,Iporanga_aster30,Iporanga_aw3d30,RioClaro_tdx12,RioClaro_tdx30,RioClaro_aster30,RioClaro_aw3d30,SantaCatarina_tdx12,SantaCatarina_tdx30,SantaCatarina_aster30,SantaCatarina_aw3d30,SerraMar_tdx12,SerraMar_tdx30,SerraMar_aster30,SerraMar_aw3d30
8026,-0.26336523,-0.61426523,-23.0,NaN,-0.11607885,1.64994115,9.0,3.0,1.90530948,2.80420948,2.0,3.0,-2.67396439,-1.00826439,11.0,-7.0,4.4887313,4.9440313,-3.0,3.0,-8.91958,-4.32838,7.0,-10.0,8.05694066,2.92044066,2.0,4.0
8027,3.52669795,0.95000795,1.0,-0.000674669999995,-1.22666335,-0.69243335,1.0,-1.00021457,5.33777983,6.10137983,5.0,1.0,-4.97740321,6.79439679,9.0,-4.0,3.90688031,4.61888031,7.0,0.0,4.07042271,4.77302271,-13.0,-4.0,5.09679419,7.55979419,11.0,5.0
8028,-1.70000393,-0.14062393,6.0,NaN,-0.5312428,1.8961772,0.0,1.0,3.46885672,2.67675672,-1.0,-1.0,4.73158468,1.16508468,9.0,6.0,6.31978955,6.17758955,2.0,0.0,-0.95543683,-2.50373683,4.0,-2.0,-0.0887165500001,1.15728345,0.0,-4.0
8029,0.57698098,-0.64293902,0.0,1.0,-0.45175542,1.59245458,4.0,0.000687630000002,4.57605222,4.71765222,0.0,2.00160369,5.5738004,3.4510804,-3.0,-1.99928559,4.69269784,3.75299784,-1.0,0.000292639999998,5.39454439,-0.92930161,-2.0,2.0,-11.36181126,-3.64381126,17.0,-17.0
8030,2.17977058,2.10297058,18.0,-2.00056867,-1.87549606,-0.36200606,-3.0,0.0,-0.19092374,1.69197626,-8.0,-1.0,-0.87532702,-0.40121702,11.0,NaN,11.7091623,10.5830623,18.0,-1.0,-13.51408445,-5.06228445,8.0,-20.0,-0.45906282,2.07793718,1.0,-1.0
8031,-0.79273944,-0.79764944,16.0,NaN,0.65384391,-1.52824609,0.0,-1.0,5.21538038,2.85948038,-1.0,-3.0,-16.40242062,3.57447938,16.0,-19.0,7.5118729,6.6646729,0.0,5.0,-8.75193149,1.43549851,3.0,-4.0,-9.10636593,-2.82136593,51.0,-12.0
8032,7.45099245,6.07847245,1.0,9.0,1.92167857,2.14790857,7.0,1.00068326,1.30895779,-2.44954221,-8.0,-3.9990635,3.69378557,2.19758557,13.0,-59.99971676,6.49692719,5.29632719,-1.0,1.99985186,-8.38081989,2.03658011,-2.0,-5.0,0.7448167,2.4288167,0.0,3.0
8033,0.63571758,1.48486758,5.0,NaN,2.29858209,2.31345209,3.0,NaN,3.66156604,3.48396604,1.0,2.0,6.86017143,5.39697143,0.0,4.0,4.25205594,4.20815594,3.0,1.0,14.43771469,8.13821469,4.0,4.0,15.37952709,10.06482709,25.0,23.0
8034,-0.60705861,-0.61185861,4.0,-1.0,-0.44317752,-0.26004752,24.0,2.00067579,9.10902945,8.26332945,9.0,4.00147464,-13.56114875,-13.00394875,-2.0,-10.99930003,14.82953043,14.09743043,-2.0,1.00029815,5.06778693,-0.16132307,-4.0,-4.0,-5.96489858,4.26710142,39.0,-6.0
8035,0.09633625,-0.18754375,2.0,-1.0,-3.21809338,-2.36620338,-3.0,-2.99931678,5.24007252,5.34517252,6.0,3.00098066,-3.78639162,-2.18589162,10.0,-11.99973105,3.95486284,4.49976284,-3.0,-6.00016381,3.89774103,-2.59635897,8.0,0.0,-0.99592306,-3.84062306,-1.0,-5.0
8036,3.63150461,3.42413461,10.0,0.99942666,-1.01221628,-0.61458628,5.0,1.0,2.76931103,2.90031103,-7.0,-2.0,1.01331405,1.24681405,2.0,NaN,5.64242799,5.72392799,15.0,0.0,-3.11007121,-7.55207121,-2.0,-8.0,-2.66616462,-1.76116462,0.0,-5.0
8037,2.72501519,2.48675519,10.0,NaN,4.06318471,5.09040471,-1.0,NaN,3.57593316,3.82883316,4.0,-0.99895083,2.01391159,0.93451159,8.0,-9.99969063,2.76040252,2.89370252,-1.0,-1.00014981,6.95319254,2.50219254,1.0,4.0,-0.87153857,6.96066143,9.0,-5.0
8038,-1.10024287,-0.86299287,-1.0,-1.00068318,-2.25621545,-3.04796545,5.0,-5.00021281,5.74942387,5.74222387,8.0,2.0,-1.81065525,1.58154475,-2.0,-4.0,1.24766416,0.29046416,-12.0,-1.0,-2.92113184,1.12727816,1.0,4.0,4.76183622,0.00583621999999,1.0,-2.0
8039,NaN,NaN,20.0,NaN,3.86206664,3.56605664,0.0,NaN,-0.95141915,-0.59881915,-4.0,-0.9989491,0.21199909,4.37219909,-5.0,-1.99968766,2.04324276,2.05804276,4.0,-2.00014853,2.97391778,1.82291778,-2.0,2.0,11.02872995,8.04872995,-6.0,7.0
8040,-1.3134686,-0.6518586,13.0,1.0,0.79133454,0.90997454,-8.0,NaN,6.15054577,6.13274577,8.0,1.00093067,7.15974674,3.58174674,8.0,7.00023137,4.21383012,5.93223012,-2.0,-4.00017598,-10.21880238,-1.12645238,4.0,-3.0,-0.10762814,-2.79162814,-15.0,0.0
8041,-0.14734504,-0.54425504,10.0,NaN,-1.6117695,0.6285505,-5.0,1.99978643,7.16897794,7.06857794,2.0,2.0,-2.08893483,0.0698651700001,3.0,-5.0,4.74477719,2.45437719,1.0,1.0,2.16124301,3.02193301,8.0,2.0,-16.43634708,0.05895292,16.0,-18.0
8042,-5.31625114,-4.77214114,0.0,-4.0,10.57396445,10.51381445,-8.0,1.00068261,0.92185043,0.86085043,-4.0,-2.99909832,5.36912445,1.55402445,-7.0,-6.99974364,6.97491629,6.71581629,-10.0,2.99984284,-0.52383971,0.37912029,-5.0,-3.0,-10.93783827,-10.00283827,34.0,-9.0
8043,-0.13212939,0.03857061,1.0,NaN,5.90113474,5.56479474,0.0,4.00068427,3.78353898,4.30723898,2.0,2.00111517,9.14123405,7.69803405,12.0,14.00044278,9.38917707,8.33757707,15.0,2.99992144,0.82784228,1.15122828,-3.0,-1.0,5.55463593,1.16293593,-5.0,4.0
8044,2.6060882,2.7698582,0.0,1.99983486,1.54625418,0.48059418,-12.0,NaN,2.96928788,2.92848788,-6.0,-0.99905127,3.10996007,2.68866007,2.0,5.00021352,7.15561223,6.54201223,-9.0,2.99981431,1.35398749,-3.54485251,-3.0,-7.0,-3.7113956,-0.6083956,4.0,-18.0
8045,4.92863559,4.66045559,0.0,2.99943102,2.05660981,2.16029981,14.0,0.0,3.38775098,3.15285098,-1.0,-1.0,4.29686189,4.63406189,-5.0,NaN,1.19089134,1.45739134,3.0,-2.0,-13.68905075,-10.65245075,12.0,-7.0,3.97836672,-0.24063328,3.0,-2.0
8046,-4.63901571,-2.92832571,9.0,-2.00065072,2.99821638,2.77773638,-18.0,NaN,2.85973685,2.54133685,2.0,0.0,-6.08538567,-1.04138567,0.0,-8.0,11.87944293,11.09124293,9.0,3.0,2.52226589,4.01086589,0.0,1.0,25.75532434,4.57632434,6.0,20.0
8047,2.17175134,2.56696134,7.0,2.99923375,-3.34458564,0.86133436,-1.0,-0.000224530000001,6.20205401,5.26765401,3.0,-4.0,4.83147294,0.99917294,6.0,2.0,6.87171641,5.41651641,-5.0,2.0,-12.03540633,-1.41234633,-2.0,-5.0,-7.39130437,-0.0953043700001,18.0,-7.0
8048,6.48278251,4.99954251,27.0,NaN,-0.03579944,-0.56453944,2.0,-1.00021956,4.6084447,4.7474447,-3.0,-1.0,-0.88584348,0.78275652,-7.0,-1.0,2.03529821,1.93829821,3.0,-2.0,3.5687602,4.4384602,8.0,1.0,-2.85517624,5.18982376,11.0,15.0
8049,2.81936505,3.93430505,18.0,2.99938167,2.3302868,0.5014668,-9.0,0.0,6.78130078,6.70130078,3.0,4.00052761,7.24467333,6.62377333,6.0,11.00047692,3.50161454,3.53751454,3.0,-2.99952299,-4.44988862,3.74241138,-7.0,-6.0,-5.70456868,-0.62836868,12.0,-6.0
8050,0.90246298,1.77927298,10.0,NaN,2.71094869,0.90273869,-3.0,-0.000213240000001,9.00711286,8.92041286,7.0,4.0,3.73401619,3.88147619,7.0,-2.0,6.57932876,4.03172876,5.0,2.0,1.94548946,2.95642046,-10.0,0.0,6.61646132,6.35606132,-4.0,-2.0
8051,1.41604328,2.75358328,-9.0,NaN,0.30194498,2.86039498,-12.0,-3.0,4.30876673,3.82326673,-1.0,2.00054972,1.97901077,2.41281077,-5.0,-2.99951412,-7.37051225,-6.21661225,2.0,9.00048951,-0.47923437,-2.35743437,0.0,NaN,-0.74633989,6.09526011,6.0,1.0
8052,4.32378836,4.33919836,-5.0,NaN,1.90483247,1.69780247,2.0,2.00048479,4.00054213,4.36564213,-5.0,2.00057843,6.654064,6.461964,8.0,2.00000239,4.29170249,4.13220249,3.0,0.9994647,-2.2604889,-2.8540889,4.0,-1.0,12.25027397,3.31627397,23.0,10.0
8053,3.26949075,3.56010075,-3.0,1.0,-19.81394322,-27.80982322,8.0,-9.99931689,1.8747008,2.3069008,8.0,-2.99907905,10.77352447,0.19332447,3.0,6.00030171,7.74094661,7.35254661,-4.0,2.99986873,8.34306962,4.64396962,7.0,12.0,-17.01193458,-21.78343458,6.0,3.0
8054,2.23554756,2.41283756,4.0,2.0,-1.24848892,1.14645108,-3.0,1.00068303,4.00464565,2.84954565,0.0,1.00091241,5.23269955,2.46609955,-3.0,9.0002958,4.39109131,4.48209131,-5.0,-0.000133150000011,2.34446409,0.11486409,13.0,0.0,4.08257586,-2.37842414,14.0,1.0
8055,2.35994841,1.83767841,8.0,0.99984596,-0.54666507,1.58468493,-7.0,0.000436229999998,3.5753974,1.5708974,-1.0,-0.99904148,2.19378184,3.10878184,17.0,NaN,2.04577189,0.26847189,-1.0,-4.00021657,8.99091573,-0.15657427,4.0,5.0,-4.81025423,-1.59625423,34.0,-1.0
8056,-0.1029302,-0.8197402,9.0,NaN,-0.27599751,0.14268249,5.0,0.000685740000002,-0.38756277,0.87583723,-2.0,-1.99893378,-3.07692011,-3.76532011,14.0,-4.99963184,4.72892997,5.44302997,5.0,-0.000120759999959,NaN,NaN,NaN,NaN,-4.21379389,0.88420611,5.0,-4.0
8057,1.99828233,1.83005233,-1.0,0.99943399,1.94001863,-0.27607137,4.0,4.0,3.81769075,3.91929075,-1.0,0.0,1.93676846,2.99998846,-3.0,NaN,1.71751154,3.60061154,3.0,-2.0,-5.97818864,5.29041136,10.0,-7.0,0.35583514,1.59343514,2.0,2.0
8058,8.3012711,7.7472411,31.0,3.0,-0.000470149999998,-2.01785015,-9.0,NaN,5.28691238,5.03431238,2.0,1.0015491,3.59629382,1.40869382,11.0,3.00072028,11.71015956,10.84685956,3.0,10.0002962,-21.74101277,-7.38823277,-7.0,-3.0,17.48936561,14.16446561,26.0,16.0
8059,1.95046122,3.41139122,9.0,NaN,2.69495013,5.29358013,9.0,2.00068301,3.84232037,3.18342037,8.0,-0.99893532,3.07418362,4.30138362,11.0,1.00041936,11.69884079,12.77434079,-3.0,5.9999177,6.37825554,3.30756054,NaN,NaN,11.19632395,1.86832395,11.0,3.0
8060,3.76236926,2.93806926,0.0,4.0,5.63119299,0.49400299,2.0,1.00068174,5.46760649,5.54590649,8.0,3.00090436,32.77664365,22.23584365,13.0,32.00023085,7.22746589,6.13106589,0.0,4.99982769,1.68672192,0.54607192,0.0,0.0,2.74959216,1.99149216,5.0,1.0
8061,2.41272049,2.06654049,2.0,-0.000157199999997,10.6414117,11.0049917,18.0,12.00047766,9.51172181,8.25592181,2.0,6.00048394,5.58961408,4.35771408,8.0,6.99982539,-2.32447688,-1.17137688,-5.0,-8.00062367,-6.21451692,-1.13241692,-1.0,-5.0,-0.93796742,-3.16936742,2.0,-4.0
8062,1.43297283,1.20842283,-15.0,1.0,5.63513304,5.87602304,10.0,NaN,5.11597429,5.45157429,10.0,1.00096175,4.64900562,2.35360562,-3.0,1.00024053,5.34647129,4.76997129,-9.0,0.9998248,-6.18260642,4.66599358,0.0,-5.0,6.11767023,2.06267023,11.0,0.0
8063,3.01338092,3.84082092,24.0,1.0,-3.01175775,-2.78709775,3.0,NaN,8.72455424,8.24985424,7.0,8.00100528,9.64701994,7.55879994,13.0,-0.99970974,3.51410733,3.95830733,-4.0,-5.00015599,-5.16796478,10.26643522,-1.0,-5.0,2.4079075,3.5371075,3.0,2.0
8064,3.56296775,2.54362775,1.0,NaN,4.15702783,6.07739783,4.0,6.00046374,5.8852349,5.7931349,0.0,3.00099688,16.09157863,17.11007863,1.0,9.00021562,3.18862694,4.74532694,-3.0,-4.00018569,2.16787349,2.19789749,-10.0,-3.0,-1.19111367,0.76488633,-2.0,7.0
8065,0.03003576,-0.13774424,-11.0,-1.00074068,1.83904831,0.58118831,8.0,-0.000197110000002,4.3384965,3.8436965,2.0,-0.000443819999987,-9.03975676,0.13274324,-1.0,-10.00026724,5.69718073,4.24078073,0.0,-3.00033304,-0.80672704,-2.61394704,NaN,9.0,-10.86560402,-4.43880402,8.0,4.0
8066,-2.09183485,2.48012515,-2.0,0.0,-0.73243117,-0.89678117,-8.0,NaN,6.86486421,6.00756421,2.0,4.00095803,13.56101874,23.95811874,32.0,NaN,2.22586057,4.38486057,-4.0,-3.00016846,8.91484663,6.43184663,13.0,7.0,4.0908043,5.9988043,21.0,4.0
8067,2.72644711,2.40561711,20.0,0.0,-0.99885831,-1.16457831,-2.0,NaN,3.33852998,3.67242998,-1.0,0.00156018000001,3.95485978,5.49245978,9.0,0.000710729999923,4.08121422,4.15201422,1.0,-0.99969744,-0.34066833,-5.43785833,-10.0,-3.0,-1.59318569,1.72981431,18.0,-5.0
8068,-3.2076197,-2.8944597,6.0,0.99925726,-0.2211351,0.9528649,7.0,0.99977085,2.03583158,2.57363158,-5.0,1.0,7.36650754,2.64620754,-1.0,6.0,8.02039283,7.89809283,5.0,-1.0,3.66148489,1.32769489,-35.0,0.0,12.45948006,8.62928006,1.0,3.0
8069,0.60562719,-0.16437281,-24.0,-8.00073191,2.81782226,3.38042226,3.0,-0.000228789999998,5.52526478,5.90776478,1.0,1.0,4.15383368,4.24273368,7.0,5.0,6.6244524,4.1712524,-5.0,4.0,-7.7413511,3.9586489,-12.0,-2.0,5.78183029,-4.35916971,-21.0,-1.0
8070,7.76120518,7.67593518,12.0,4.0,-0.618167,-0.996287,-10.0,0.000681669999999,4.09649651,4.61919651,1.0,2.00149677,6.21920293,5.82840293,6.0,4.00071367,7.5559887,6.5522887,3.0,2.00029763,-2.38363422,-1.73333422,2.0,3.0,3.79599708,5.44799708,25.0,-1.0
8071,-0.21988001,8.54311999,17.0,NaN,0.27521946,-1.14412054,-3.0,NaN,2.63665331,4.70365331,-2.0,-1.0,5.94240123,7.20490123,11.0,3.0,4.32108912,4.31968912,-2.0,0.0,3.66108916,4.16198916,-2.0,3.0,1.88113929,-4.20316071,1.0,-4.0
8072,1.20911027,1.01933027,7.0,-1.00069665,1.36234751,-0.49645249,-2.0,0.99979495,2.69652532,3.32452532,5.0,0.9995167,1.09364639,5.33209639,-5.0,NaN,3.49416356,4.57466356,9.0,-0.000389309999946,9.75083639,7.38173639,9.0,9.0,0.46458067,-10.47241933,-20.0,7.0
8073,1.74425392,1.38649392,9.0,NaN,6.49981936,6.49283936,-1.0,NaN,0.80155517,1.42235517,1.0,-4.0,7.26739603,1.99979603,4.0,2.0,-0.46817747,-2.06527747,-2.0,-6.0,1.35342435,3.88819435,9.0,-1.0,17.2831082,3.8121082,8.0,10.0
8074,-4.70668537,-5.36165537,-3.0,-4.0,-1.63415472,-0.48067472,-6.0,-1.99931657,1.62996484,2.31366484,4.0,0.000947650000001,26.99629347,24.15829347,24.0,37.00031291,5.41840985,5.38880985,-3.0,-2.00013076,0.41665639,-0.45857361,2.0,-2.0,-9.59401232,-8.29521232,-10.0,-8.0
8075,-0.91865621,-0.06513621,5.0,-1.00015389,4.85585674,2.68899674,-4.0,NaN,3.10551693,3.15821693,2.0,0.000961570000001,2.43241535,2.73321535,4.0,3.00016555,-6.47186245,-5.34236245,-5.0,-3.00020217,-2.62860472,1.11249528,6.0,-3.0,-0.31068695,-4.97838695,7.0,6.0
8076,-5.2504685,-4.3366985,-4.0,-3.00069837,-0.0349273,1.0589427,5.0,0.99979092,0.58834042,0.59284042,2.0,-3.0,0.38355875,5.33355875,-2.0,0.0,6.80086198,5.71596198,5.0,0.0,0.69590338,0.38574138,-9.0,-1.0,11.94363836,-1.54116164,2.0,2.0
8077,4.04038,3.9833,1.0,0.99983422,-9.22570142,-5.86485142,1.0,-6.99955245,2.66601609,3.20281609,5.0,-0.99907498,12.23682948,14.10172948,-7.0,-7.99987524,7.23319944,7.58799944,8.0,1.99978543,-1.17616796,6.39103204,-9.0,5.0,4.09070029,4.41110029,7.0,3.0
8078,-0.07311905,0.14787095,-4.0,-0.000743650000004,0.59345327,1.15993327,-11.0,NaN,3.8707956,4.8228956,0.0,2.0,1.80390523,-0.0112947700001,-1.0,-1.0,6.44404796,7.42954796,0.0,8.0,6.46716692,6.02769892,-4.0,2.0,4.3285101,4.5427101,7.0,3.0
8079,-0.25512104,-0.51116104,-15.0,-2.00014533,1.50583906,0.31737906,-12.0,0.000447059999999,4.38368767,3.56838767,6.0,5.00098042,3.45828657,1.37938657,-4.0,-0.99985213,4.71012851,0.84892851,-7.0,-2.00020487,-2.07244949,3.86915051,20.0,-3.0,-4.39097831,1.50202169,7.0,-2.0
8080,0.51310707,0.80031707,4.0,0.99938034,9.2377765,2.7637965,-7.0,NaN,1.22003407,1.03523407,-1.0,0.0,20.97164271,11.61314271,-2.0,NaN,3.95279326,4.85119326,2.0,-6.0,3.77185587,-6.01124413,-10.0,1.0,NaN,NaN,-4.0,2.0
8081,7.39948322,6.39174322,10.0,7.0,15.23431993,9.75366393,-9.0,-4.99931648,4.38621808,4.07931808,-2.0,0.00095014,-2.26824428,1.10825572,0.0,-12.99969343,5.41794085,5.55874085,-4.0,-0.00013593999995,3.29576489,2.56912789,-2.0,0.0,3.15137976,1.46237976,6.0,3.0
8082,-4.37758036,-4.17707036,-3.0,NaN,-1.40007304,-0.72701304,1.0,0.0,5.44568871,5.59028871,3.0,-1.0,6.1638763,5.7554763,6.0,1.0,6.10043641,6.28393641,13.0,0.0,9.79685754,-0.55534246,1.0,3.0,NaN,NaN,-5.0,1.0
8083,-2.4671972,-2.7035472,3.0,-2.0,2.5309912,1.8336412,-3.0,5.00068275,0.11073546,0.24953546,-5.0,-3.9991194,1.62632441,-1.02437559,-13.0,-0.99972694,5.16906247,7.28466247,-6.0,2.99985945,15.16433793,5.47683793,0.0,10.0,-2.66435207,-1.84535207,7.0,3.0
8084,4.10387369,5.57519369,-14.0,NaN,-1.26518438,-1.05428438,-8.0,-1.00021555,6.12533005,5.88453005,6.0,2.0,5.73355076,12.07235076,10.0,-2.0,3.30427118,3.82797118,4.0,-2.0,-1.16349068,-4.31919068,1.0,-1.0,-11.96514519,-6.10414519,-1.0,-16.0
8085,-2.44948401,-0.69000401,18.0,0.0,-2.18787704,-1.66236704,-8.0,3.00068234,2.80080007,0.02640007,-4.0,-0.99912069,17.53104183,9.87944183,-4.0,-3.99975457,6.57398893,5.14668893,0.0,2.99984111,1.46341522,1.32483522,2.0,1.0,-12.85563082,-10.35023082,-5.0,-14.0
8086,5.60948133,5.57186133,9.0,2.99921275,2.05068745,3.47196745,-6.0,5.99977754,2.56377432,2.74687432,4.0,-3.0,6.71478551,3.79318551,7.0,4.0,12.39936007,12.44226007,-15.0,-6.0,7.63198456,3.13428456,1.0,-1.0,13.46491006,6.34491006,19.0,8.0
8087,7.67447562,5.91799562,-2.0,5.99943201,-1.50868555,-2.80139555,-1.0,-4.0,2.9116418,2.6756418,-3.0,-1.0,-3.86171259,-0.57051259,3.0,-5.0,-2.65887354,-1.89187354,3.0,-8.0,3.43613305,3.54435405,-6.0,1.0,-0.18481736,-3.78481736,-2.0,-2.0
8088,-2.6348661,-2.5433261,13.0,NaN,-8.41295412,-5.52673412,8.0,-3.0,2.34488209,2.55578209,0.0,-2.0,-1.42436695,0.21683305,15.0,-13.0,0.0956036499999,1.29470365,-2.0,-2.0,4.8966174,3.1163174,-5.0,6.0,-2.40706868,-2.37106868,-7.0,-4.0
8089,3.25377003,2.89213003,-14.0,NaN,-3.8058914,-2.4383114,7.0,-2.00019754,5.33554835,6.12464835,-4.0,2.99954288,-0.05953447,0.35996553,5.0,-6.00029127,5.20392448,5.89212448,10.0,-0.000355039999931,-0.00256917,1.66008083,-8.0,-3.0,-0.13154401,-2.94037401,-11.0,-5.0
8090,-1.52457205,-1.93149205,10.0,NaN,-2.66806537,-1.26003537,3.0,-0.000210729999999,3.56001791,3.20131791,-9.0,-2.0,-0.55796998,2.02963002,14.0,-1.0,5.18143563,4.03313563,2.0,-1.0,-12.02425221,-4.95605221,14.0,-20.0,-4.6014066,-11.4162066,24.0,-16.0
8091,-0.68683757,-0.30962757,7.0,-0.000710849999997,-3.9290787,-3.3252487,0.0,-2.00020633,1.94340755,2.05950755,-1.0,-3.0,14.60063588,7.09159588,8.0,5.0,4.09052338,4.58552338,-1.0,-2.0,4.19404936,7.18632936,5.0,4.0,-2.66404028,1.29045972,1.0,-1.0
8092,8.4002499,7.0365099,4.0,NaN,0.86934428,3.49248428,1.0,-1.00021795,3.32974829,3.21644829,3.0,-1.0,3.58641122,6.25691122,6.0,2.0,3.30768297,1.96068297,-4.0,-3.0,-10.11729552,-3.23739552,-6.0,-6.0,3.70860869,4.60460869,-3.0,2.0
8093,5.48798022,1.46101022,11.0,0.99985766,-2.07285015,-1.77725015,2.0,-1.99953941,3.38897054,3.33807054,3.0,0.000998249999995,0.50454046,2.51284046,10.0,-0.99979573,5.45377207,5.43717207,-8.0,0.99981102,-5.55365537,2.21114463,-1.0,-9.0,8.23326917,-0.21673083,21.0,2.0
8094,2.0112195,2.5456095,6.0,NaN,3.80942016,3.25548016,-3.0,2.0,4.2705597,4.3528597,5.0,-1.0,4.57449438,6.36289438,11.0,2.0,6.60428013,4.56498013,-3.0,3.0,8.54561445,-2.14168555,-10.0,-1.0,-1.00100491,-0.27630491,12.0,-8.0
8095,-3.14941102,-2.74001102,-6.0,NaN,3.05029025,2.91222025,5.0,2.9998073,3.02796824,2.74566824,2.0,-1.00044652,-0.63297629,2.63552371,5.0,-5.00029608,5.71478332,5.80288332,11.0,-0.000352270000008,14.81746179,6.18986179,7.0,11.0,-2.52534508,3.85795492,9.0,-12.0
8096,-0.5782177,-0.3545077,0.0,NaN,2.12777098,0.53072098,4.0,NaN,4.47188498,3.97988498,-1.0,-1.0,13.33550209,4.62190209,6.0,6.0,4.59075824,4.72675824,-16.0,2.0,-1.07963535,0.63166465,4.0,-12.0,0.68588746,0.83528746,8.0,-16.0
8097,-2.15844086,-2.02303086,-3.0,NaN,-4.11298151,-4.57013151,1.0,1.0,0.48954376,0.12004376,1.0,-4.0,8.80002047,11.18022047,21.0,7.0,9.38000955,9.46870955,5.0,3.0,3.3291395,-0.2650605,17.0,-3.0,-16.92687834,-2.85787834,24.0,-11.0
8098,-1.09926361,-0.81807361,4.0,NaN,0.2060947,-0.9584553,2.0,-4.99931539,5.6199765,5.4593765,-2.0,1.00159765,5.51225404,5.31935404,-7.0,4.00069855,6.16455768,5.93325768,4.0,3.00031066,1.11686406,2.50488406,6.0,-1.0,-21.52423898,-10.50123898,21.0,-16.0
8099,5.23224774,4.89176774,18.0,4.99983793,2.7293314,3.1801414,-3.0,2.00045874,3.70948664,5.93538664,5.0,0.000941499999996,8.11143417,7.55553417,20.0,6.00016939,4.21423556,3.58723556,-11.0,-0.000201370000013,-4.95284118,-1.38514118,5.0,-2.0,-3.59325983,-4.31505983,-18.0,-3.0
8100,-1.59804781,-2.02882781,12.0,0.0,3.14957262,2.40184262,-7.0,-0.99932105,5.01089913,5.19099913,-3.0,1.00089319,3.02105983,3.17045983,20.0,12.00018106,7.40911192,6.72771192,6.0,5.99980561,10.32630885,0.88290885,4.0,13.0,-5.79423584,-1.97523584,25.0,-1.0
8101,-4.38799938,-3.86005938,-23.0,-2.0,4.32728161,3.65012161,4.0,NaN,3.72100109,3.85470109,1.0,0.00100483999999,12.45222843,10.73152843,2.0,0.000321429999985,7.37641269,7.66671269,2.0,3.99986132,-6.3877888,-2.4149888,7.0,-7.0,-1.12944235,-7.04144235,9.0,-8.0
8102,3.47005698,2.00094698,-2.0,0.99985799,2.95956182,6.09366182,20.0,2.00045298,4.6021776,2.3181776,-1.0,2.00099159,-2.32126078,0.39383922,-1.0,-2.99982682,4.81428813,6.66708813,0.0,3.99980228,0.66023147,-0.78876853,9.0,3.0,-12.79674843,0.71715157,12.0,-18.0
8103,-0.87776992,-1.23768992,2.0,-4.00062742,-5.87101192,-6.91980192,-20.0,-6.0,7.37533372,6.98323372,6.0,4.0,1.26150428,1.39880428,10.0,NaN,-10.92251416,1.01268584,6.0,-12.0,1.03759571,-0.54570429,-8.0,-13.0,3.65932745,-0.30467255,0.0,1.0
8104,-8.74905865,-8.38382865,8.0,-7.0,4.70832496,3.66299496,-34.0,NaN,0.41331831,2.32081831,-5.0,0.00097169,-7.85201083,-3.81141083,13.0,-12.99968803,6.16817498,5.39827498,-4.0,-0.000137629999927,-14.00662164,2.42217836,6.0,-13.0,0.79961442,0.25426542,-4.0,2.0
8105,4.48534043,4.14561043,11.0,1.99983836,-3.1262203,-1.8038803,9.0,1.00045082,1.93973136,1.95913136,-2.0,-3.99906228,10.89212495,8.53662495,11.0,-4.99985886,5.25187708,5.18927708,-1.0,-0.000209799999993,0.1092092,4.7534092,-7.0,4.0,12.12445147,1.89525147,1.0,10.0
8106,4.71608218,18.28478218,0.0,NaN,3.4302544,3.8167144,8.0,NaN,4.20784878,4.92444878,4.0,0.00159429999999,3.08080994,0.81480994,2.0,-9.99931452,4.96089625,5.53139625,4.0,1.00031778,2.17233407,1.68688407,4.0,-1.0,-0.46919324,0.69880676,1.0,-9.0
8107,-4.07692159,-3.00428159,2.0,-2.0,0.59367852,-0.96336148,-5.0,NaN,5.75835211,4.42895211,-4.0,1.00094566,-6.06582198,-1.21582198,-13.0,-1.99974068,7.93564803,6.78084803,-2.0,-1.00016391,2.13860215,3.19690215,14.0,-1.0,11.83675446,4.83775446,12.0,5.0
8108,1.13611347,0.55913347,4.0,-2.00016606,2.19925024,1.54945024,6.0,1.00044205,6.01861317,6.10381317,-3.0,2.00092436,5.90252916,5.74912916,12.0,6.00010732,1.13186632,1.63386632,-4.0,-2.00021895,-9.92652132,-1.90042132,9.0,0.0,-0.04998941,6.10221059,-1.0,0.0
8109,-1.6583979,-1.2031779,0.0,0.0,1.23835643,0.35722643,-8.0,-3.9993173,5.03057903,6.10877903,4.0,2.00094555,2.45659641,-2.81200359,-3.0,4.00025779,6.46498009,5.07448009,3.0,-0.000164700000028,0.01877916,-0.52857884,-10.0,-2.0,-5.84928696,-2.00028696,-2.0,-3.0
8110,4.89212515,4.27349515,4.0,2.99921312,0.49246495,0.08141495,-28.0,NaN,3.33132383,3.41682383,-1.0,0.0,-4.91596112,-0.24246112,-5.0,-6.0,3.37907645,2.69297645,-12.0,1.0,-11.37379605,7.55280395,6.0,6.0,-18.42844537,-0.63544537,-13.0,-12.0
8111,0.27967949,-0.27515051,4.0,1.0,0.22882622,0.64038622,7.0,-2.99931887,0.43245784,1.29735784,6.0,-1.99909288,-2.35303811,-2.52803811,5.0,-2.99978156,7.09713307,7.10913307,-4.0,1.99982092,-3.02454226,-2.90782926,-8.0,-2.0,14.73866591,-1.34733409,7.0,-4.0
