,tdx12_RioClaro,tdx30_RioClaro,srtm30_RioClaro,srtm30_wgs84_RioClaro,aster30_RioClaro,aster30_wgs84_RioClaro,aw3d30_RioClaro,aw3d30_wgs84_RioClaro
8124,466.0771,467.1161,475.0,471.28761864,474.0,470.28761864,473.0,469.28779722
8125,551.8574,552.7112,563.0,559.51450486,568.0,564.51450486,557.0,553.51494415
8126,535.7994,532.8908,536.0,532.33412478,548.0,544.33412478,543.0,539.33430551
8127,960.2154,961.285,972.0,967.92470964,984.0,979.92470964,969.0,964.92490608
8128,771.7776,772.1685,780.0,775.52319585,792.0,787.52319585,781.0,776.52340513
8129,592.7872,592.5303,601.0,596.57795483,604.0,599.57795483,602.0,597.57813246
8130,753.472,754.7914,764.0,759.51720051,764.0,759.51720051,762.0,757.51720051
8131,471.8185,472.0694,481.0,477.79017164,487.0,483.79017164,479.0,475.79077253
8132,636.9816,635.9834,644.0,640.530178,630.0,626.530178,649.0,645.530178
8133,621.8321,619.3019,629.0,624.81147225,631.0,626.81147225,631.0,626.81147225
8134,668.7483,668.5835,676.0,671.90966221,683.0,678.90966221,676.0,671.90966221
8135,698.5147,698.2186,703.0,698.43494459,722.0,717.43494459,709.0,704.43464741
8136,830.867,829.4399,840.0,835.33879856,848.0,843.33879856,844.0,839.33900692
8137,585.2641,585.2036,595.0,591.79224631,598.0,594.79224631,592.0,588.79224631
8138,622.4536,624.7529,634.0,630.01355202,632.0,628.01355202,629.0,625.01373826
8139,725.1063,725.0594,731.0,727.00717763,726.0,722.00717763,733.0,729.00734492
8140,551.7731,552.3339,559.0,555.40135551,564.0,560.40135551,559.0,555.40153079
8141,595.4348,594.7783,604.0,600.03194388,602.0,598.03194388,606.0,602.03164397
8142,599.4351,598.9785,607.0,603.51354912,589.0,585.51354912,613.0,609.51313781
8143,785.8095,785.3776,795.0,790.22648978,798.0,793.22648978,795.0,790.22671095
8144,614.2221,612.2311,619.0,615.04111938,619.0,615.04111938,622.0,618.04130053
8145,492.8378,491.6413,499.0,495.57714621,498.0,494.57714621,504.0,500.57758325
8146,726.312,722.7394,729.0,724.42621323,729.0,724.42621323,729.0,724.42621323
8147,551.5061,551.3058,558.0,553.60145291,560.0,555.60145291,560.0,555.60162712
8148,624.659,624.6827,632.0,628.67200078,639.0,635.67200078,631.0,627.67238641
8149,541.7498,540.7764,550.0,546.68834429,545.0,541.68834429,553.0,549.68847666
8150,602.2929,605.5726,612.0,608.70583144,607.0,603.70583144,613.0,609.70621817
8151,583.4202,594.2849,591.0,587.27567728,578.0,574.27567728,598.0,594.27567728
8152,570.7207,571.6674,573.0,569.52110292,569.0,565.52110292,574.0,570.52125225
8153,505.2145,503.445,516.0,512.20524174,507.0,503.20524174,517.0,513.20541207
8154,564.319,563.7349,572.0,569.0243447,571.0,568.0243447,572.0,569.02481146
8155,729.8775,729.8,737.0,732.61393191,745.0,740.61393191,739.0,734.61393191
8156,665.5308,665.5284,671.0,667.0721898,656.0,652.0721898,673.0,669.0721898
8157,868.405,866.7985,882.0,877.33113571,870.0,865.33113571,873.0,868.33113571
8158,609.9325,611.6515,618.0,613.8938314,622.0,617.8938314,616.0,611.89335794
8159,711.2185,708.7869,716.0,713.06339227,703.0,700.06339227,714.0,711.06339227
8160,616.9929,615.7179,625.0,621.94097377,622.0,618.94097377,624.0,620.94097377
8161,652.8746,652.8138,663.0,659.38112284,661.0,657.38112284,660.0,656.38068443
8162,579.9459,580.3708,590.0,586.86858115,593.0,589.86858115,589.0,585.86858115
8163,531.241,528.4977,537.0,534.02014325,539.0,536.02014325,540.0,537.02014325
8164,612.2955,611.7999,625.0,620.89935265,624.0,619.89935265,623.0,618.89935265
8165,702.1629,713.9565,712.0,707.81248138,718.0,713.81248138,721.0,716.81267988
8166,630.8345,634.0984,645.0,641.08823467,640.0,636.08823467,635.0,631.08842686
8167,624.6648,625.7053,631.0,627.06401514,638.0,634.06401514,639.0,635.06418741
8168,635.6215,635.6155,642.0,638.51779914,642.0,638.51779914,643.0,639.51835432
8169,551.684,552.5981,560.0,556.76602586,547.0,543.76602586,562.0,558.76640852
8170,571.559,571.7708,579.0,575.03681887,577.0,573.03681887,581.0,577.03699892
8171,597.4167,597.0229,612.0,608.01945343,615.0,611.01945343,609.0,605.0196355
8172,804.1642,804.9061,813.0,808.37516112,815.0,810.37516112,815.0,810.37536571
8173,548.5079,550.473,558.0,554.95557643,558.0,554.95557643,553.0,549.95557643
8174,856.2642,855.5996,863.0,858.80349936,866.0,861.80349936,867.0,862.80370332
8175,628.9451,637.6236,635.0,631.09273769,627.0,623.09273769,641.0,637.09273769
8176,619.0195,618.1743,628.0,624.94628252,612.0,608.94628252,630.0,626.94628252
8177,542.5825,541.1528,550.0,546.59936806,548.0,544.59936806,549.0,545.59982114
8178,638.9326,638.9109,649.0,645.3202538,661.0,657.3202538,646.0,642.31995476
8179,580.4149,580.2297,589.0,585.22340999,588.0,584.22340999,592.0,588.22357305
8180,572.627,574.8879,585.0,582.09043421,582.0,579.09043421,581.0,578.09076642
8181,637.4529,637.7142,646.0,642.12250294,646.0,642.12250294,645.0,641.12250294
8182,541.8744,541.7442,548.0,544.23932921,547.0,543.23932921,553.0,549.23950601
8183,609.1913,607.7196,613.0,608.91596216,626.0,621.91596216,613.0,608.91566375
8184,473.2416,473.1891,484.0,480.39965327,487.0,483.39965327,481.0,477.39965327
8185,614.4237,614.5651,624.0,620.27159471,618.0,614.27159471,616.0,612.27159471
8186,602.2207,602.9095,611.0,607.49696971,606.0,602.49696971,610.0,606.49754633
8187,591.2888,591.2098,602.0,598.15189552,601.0,597.15189552,600.0,596.15207273
8188,869.7777,869.1301,880.0,875.75513512,864.0,859.75513512,876.0,871.75513512
8189,636.1874,636.515,646.0,642.07486049,652.0,648.07486049,642.0,638.07504239
8190,900.0363,901.1944,910.0,905.30631262,909.0,904.30631262,911.0,906.30652086
8191,516.1044,516.4834,527.0,524.09366648,528.0,525.09366648,531.0,528.09366648
8192,560.9697,561.4103,571.0,567.22025828,570.0,566.22025828,572.0,568.22043144
8193,490.2609,490.6266,499.0,495.60851356,491.0,487.60851356,500.0,496.60851356
8194,692.9492,690.8612,698.0,695.05961254,688.0,685.05961254,693.0,690.05961254
8195,648.746,650.3585,658.0,655.01077853,649.0,646.01077853,657.0,654.01077853
8196,607.0999,607.0709,616.0,612.65019087,618.0,614.65019087,615.0,611.65019087
8197,508.5915,508.816,519.0,515.63183722,523.0,519.63183722,515.0,511.63198694
8198,534.853,534.9932,546.0,542.67406032,533.0,529.67406032,544.0,540.67462979
8199,458.2299,459.0496,471.0,467.48215957,469.0,465.48215957,467.0,463.4823199
8200,602.2255,602.3126,612.0,608.57356064,595.0,591.57356064,611.0,607.57316202
8201,639.4695,635.7595,640.0,635.90297977,646.0,641.90297977,645.0,640.90297977
8202,576.1294,576.3097,584.0,580.2193186,570.0,566.2193186,585.0,581.2193186
8203,616.4858,616.0361,623.0,619.40698089,628.0,624.40698089,625.0,621.40655206
8204,668.711,668.2885,672.0,668.02297864,681.0,677.02297864,673.0,669.02297864
8205,637.0326,634.9412,644.0,639.7669725,643.0,638.7669725,645.0,640.7669725
8206,519.8359,519.5962,529.0,525.92331079,530.0,526.92331079,529.0,525.92331079
8207,650.1934,649.6705,657.0,653.97470613,660.0,656.97470613,658.0,654.97470613
8208,708.3971,707.111,717.0,714.04239718,700.0,697.04239718,717.0,714.04239718
8209,594.5056,594.1832,600.0,595.76604353,611.0,606.76604353,603.0,598.76604353
8210,577.3742,574.0997,584.0,580.81565825,584.0,580.81565825,589.0,585.81578952
8211,521.0759,513.4294,520.0,516.6923585,532.0,528.6923585,529.0,525.69251587
8212,565.415,564.6113,573.0,569.70306496,568.0,564.70306496,572.0,568.70347344
8213,729.8476,722.8666,729.0,726.10077844,718.0,715.10077844,724.0,721.10077844
8214,638.373,637.2205,646.0,642.24311336,649.0,645.24311336,647.0,643.24311336
8215,717.1586,716.8843,725.0,721.21686981,724.0,720.21686981,719.0,715.21702306
8216,464.0569,463.5379,471.0,467.50432967,476.0,472.50432967,473.0,469.50448563
8217,885.3906,885.5736,895.0,890.94216855,900.0,895.94216855,893.0,888.94236765
8218,626.5267,626.7561,637.0,633.14242182,648.0,644.14242182,634.0,630.14196774
8219,668.3033,670.9793,678.0,673.80716066,667.0,662.80716066,678.0,673.80716066
8220,677.6963,678.066,687.0,683.39294344,668.0,664.39294344,686.0,682.39252021
8221,637.8168,637.7648,648.0,644.90740644,645.0,641.90740644,648.0,644.90780568
8222,631.1417,631.666,640.0,636.67653903,641.0,637.67653903,639.0,635.67653903
8223,665.0592,664.2848,674.0,670.05423104,676.0,672.05423104,674.0,670.0543946
8224,493.082,496.0712,504.0,500.19048429,498.0,494.19048429,501.0,497.19066859
8225,589.6549,589.4982,598.0,593.71069997,591.0,586.71069997,597.0,592.71069997
8226,518.4497,515.3901,525.0,521.65815865,521.0,517.65815865,528.0,524.65857783
8227,584.0743,585.2841,591.0,588.13176515,576.0,573.13176515,595.0,592.13176515
8228,600.7076,600.1671,610.0,606.79544722,599.0,595.79544722,607.0,603.79544722
8229,468.7465,468.0769,477.0,473.80374654,481.0,477.80374654,478.0,474.80389107
8230,520.7211,520.644,526.0,522.38074692,520.0,516.38074692,527.0,523.38074692
8231,639.0884,637.1193,642.0,638.29381345,641.0,637.29381345,648.0,644.29397183
8232,815.3289,812.9107,814.0,809.68458574,808.0,803.68458574,806.0,801.68478595
8233,644.7515,644.8281,654.0,651.0262138,650.0,647.0262138,654.0,651.0262138
8234,621.3123,620.9263,629.0,626.02201117,616.0,613.02201117,633.0,630.02208783
8235,1001.091,1000.74,1010.0,1005.4022642,1005.0,1000.4022642,1008.0,1003.40247051
8236,489.5792,490.5561,499.0,495.69413985,499.0,495.69413985,499.0,495.69429661
8237,441.7674,441.3719,456.0,452.33375658,467.0,463.33375658,457.0,453.33393498
8238,545.9967,546.6551,559.0,555.34433844,562.0,558.34433844,553.0,549.34450666
8239,594.8329,595.0541,605.0,601.24207928,603.0,599.24207928,605.0,601.24163199
8240,706.3067,705.0676,710.0,705.94592098,715.0,710.94592098,715.0,710.94592098
8241,552.8792,552.3222,560.0,556.79629766,546.0,542.79629766,562.0,558.79629766
8242,802.8514,802.9042,812.0,807.73389867,807.0,802.73389867,812.0,807.73359602
8243,636.7144,636.9404,649.0,645.2761676,650.0,646.2761676,641.0,637.27571444
8244,727.9644,728.1427,738.0,733.96073191,738.0,733.96073191,737.0,732.96090346
8245,595.5343,596.8475,605.0,601.99394396,594.0,590.99394396,605.0,601.99394396
8246,720.7338,718.7945,728.0,725.10092923,716.0,713.10092923,724.0,721.10092923
8247,591.301,591.8152,601.0,597.06669568,597.0,593.06669568,601.0,597.06669568
8248,769.951,768.7355,780.0,775.46334021,777.0,772.46334021,780.0,775.46334021
8249,596.3071,596.7598,603.0,599.82713775,595.0,591.82713775,602.0,598.82713775
8250,629.6113,630.0229,648.0,644.92044076,642.0,638.92044076,641.0,637.92083322
8251,622.4255,623.0461,630.0,626.47943688,628.0,624.47943688,631.0,627.47943688
8252,560.8753,562.4225,558.0,554.28900477,564.0,560.28900477,568.0,564.28900477
8253,548.3679,546.9301,557.0,553.66711173,552.0,548.66711173,555.0,551.66767161
8254,573.7839,574.5751,583.0,578.6341805,576.0,571.6341805,581.0,576.6341805
8255,738.2876,738.3975,748.0,743.60752025,764.0,759.60752025,745.0,740.60752025
8256,509.0141,509.5965,518.0,514.38885642,523.0,519.38885642,521.0,517.38948163
8257,649.6456,649.819,662.0,658.34765119,663.0,659.34765119,660.0,656.34765119
8258,621.1733,622.5174,628.0,624.83249618,633.0,629.83249618,629.0,625.83303622
8259,511.038,512.7089,524.0,520.15500123,527.0,523.15500123,517.0,513.15518535
8260,622.7799,622.5446,631.0,627.27273319,621.0,617.27273319,629.0,625.27273319
8261,580.6732,579.6796,586.0,582.50863312,590.0,586.50863312,588.0,584.50877481
8262,603.7196,603.9077,610.0,605.6360208,609.0,604.6360208,613.0,608.63619875
8263,591.7472,591.9507,602.0,598.09071186,604.0,600.09071186,601.0,597.09071186
8264,514.291,514.3842,523.0,519.66447748,525.0,521.66447748,522.0,518.66447748
8265,786.5059,787.2883,795.0,790.30360266,800.0,795.30360266,794.0,789.30381739
8266,650.2521,649.3917,657.0,653.40844007,657.0,653.40844007,657.0,653.40801973
8267,538.0109,537.9052,546.0,542.77036882,529.0,525.77036882,546.0,542.77074541
8268,594.3743,594.4496,605.0,601.79911827,587.0,583.79911827,603.0,599.79950012
8269,694.1435,694.1769,703.0,698.70638363,701.0,696.70638363,705.0,700.70657015
8270,706.9659,707.9467,714.0,709.99394422,715.0,710.99394422,717.0,712.99394422
8271,602.5259,602.6332,614.0,610.67570881,599.0,595.67570881,610.0,606.67570881
8272,547.1913,550.2168,556.0,552.71885025,552.0,548.71885025,553.0,549.71885025
8273,711.4537,706.591,714.0,709.4370275,725.0,720.4370275,717.0,712.4370275
8274,634.526,634.4875,644.0,640.34857951,645.0,641.34857951,645.0,641.34919846
8275,599.884,598.8052,607.0,603.78392554,602.0,598.78392554,606.0,602.78444034
8276,635.2972,635.1447,643.0,638.89166879,648.0,643.89166879,642.0,637.89166879
8277,504.2733,504.4009,512.0,508.21203575,516.0,512.21203575,513.0,509.21270861
8278,452.5188,452.6422,460.0,456.36511829,471.0,467.36511829,461.0,457.36529498
8279,654.7838,653.6761,661.0,657.52806786,660.0,656.52806786,662.0,658.52806786
8280,617.5552,616.7405,626.0,622.46973237,619.0,615.46973237,627.0,623.46985685
8281,609.6671,609.9435,618.0,613.92495551,615.0,610.92495551,618.0,613.92495551
8282,486.0656,486.6698,495.0,491.25292279,496.0,492.25292279,493.0,489.25310292
8283,704.7073,704.8609,715.0,710.59236461,706.0,701.59236461,716.0,711.59236461
8284,648.4758,648.7145,659.0,654.66751874,660.0,655.66751874,659.0,654.66720314
8285,548.8267,547.307,557.0,553.22872391,558.0,554.22872391,560.0,556.22872391
8286,534.1902,536.1352,545.0,541.70073814,543.0,539.70073814,545.0,541.70086852
8287,625.122,624.0673,630.0,626.86032852,641.0,637.86032852,633.0,629.86032852
8288,573.5265,573.7548,582.0,577.59075402,583.0,578.59075402,582.0,577.59075402
8289,554.3965,554.7629,562.0,558.68608501,553.0,549.68608501,562.0,558.68608501
8290,578.017,577.2189,584.0,580.63159165,583.0,579.63159165,587.0,583.63173466
8291,513.5777,513.3578,523.0,519.35890119,527.0,523.35890119,523.0,519.35906739
8292,680.2462,680.457,688.0,684.0557913,698.0,694.0557913,689.0,685.0557913
8293,698.687,699.2404,706.0,701.93969409,699.0,694.93969409,706.0,701.93988574
8294,590.2458,583.8629,592.0,588.77862392,592.0,588.77862392,592.0,588.77862392
8295,773.4415,774.0942,781.0,776.71119335,792.0,787.71119335,785.0,780.7108957
8296,554.0195,554.7377,566.0,561.87266702,573.0,568.87266702,566.0,561.87218979
8297,712.0084,713.0873,723.0,718.63244804,718.0,713.63244804,723.0,718.63244804
8298,607.234,607.0693,613.0,609.83447253,602.0,598.83447253,615.0,611.83483528
8299,601.0099,598.4427,608.0,604.45714675,606.0,602.45714675,605.0,601.45772364
8300,649.31,648.9709,658.0,654.50564977,653.0,649.50564977,658.0,654.50564977
8301,503.0293,503.9397,514.0,510.23151194,520.0,516.23151194,512.0,508.23169967
8302,511.9086,511.871,520.0,516.69923125,520.0,516.69923125,521.0,517.69923125
8303,588.4304,586.9307,589.0,585.8865944,573.0,569.8865944,588.0,584.8865944
8304,461.7945,464.7508,474.0,470.38370822,474.0,470.38370822,473.0,469.38388306
8305,626.324,626.5581,638.0,634.33541448,640.0,636.33541448,637.0,633.33602997
8306,538.5414,542.3019,549.0,545.67966385,548.0,544.67966385,549.0,545.68009463
8307,566.6677,567.3847,579.0,575.71713766,574.0,570.71713766,574.0,570.71713766
8308,631.2634,630.8188,638.0,634.12322346,641.0,637.12322346,639.0,635.12337244
8309,596.6735,596.4671,603.0,598.64323319,605.0,600.64323319,603.0,598.64323319
8310,515.9489,515.0971,526.0,522.27290944,530.0,526.27290944,523.0,519.27357111
8311,523.7933,524.6036,533.0,529.68813214,527.0,523.68813214,534.0,530.68828228
8312,601.3959,600.8171,609.0,605.12579165,608.0,604.12579165,610.0,606.12597996
8313,543.1951,542.4854,550.0,546.17318108,548.0,544.17318108,555.0,551.17271164
8314,592.0443,592.0025,601.0,597.07338733,603.0,599.07338733,601.0,597.07338733
8315,648.7888,648.8462,658.0,654.36756982,651.0,647.36756982,658.0,654.36769876
8316,653.2968,653.6612,662.0,657.97275255,670.0,665.97275255,661.0,656.97275255
8317,794.7382,794.4174,802.0,797.19102874,807.0,802.19102874,806.0,801.19125152
8318,573.1656,572.7252,582.0,578.77570716,574.0,570.77570716,580.0,576.77622935
8319,799.9353,800.2508,812.0,807.61431128,811.0,806.61431128,808.0,803.61451245
8320,595.4666,595.4485,604.0,600.54186536,603.0,599.54186536,601.0,597.54228632
8321,672.3327,672.0844,682.0,678.02632513,677.0,673.02632513,680.0,676.02602191
8322,813.4673,812.5064,821.0,816.69728626,816.0,811.69728626,823.0,818.69748293
8323,445.8987,445.8395,456.0,452.37291901,454.0,450.37291901,453.0,449.37309389
8324,557.9496,559.0182,569.0,565.60947436,566.0,562.60947436,565.0,561.60947436
8325,576.7856,577.585,590.0,586.87786467,571.0,567.87786467,585.0,581.87786467
8326,572.4236,575.5151,585.0,581.02984533,585.0,581.02984533,578.0,574.02984533
8327,620.5849,620.5421,628.0,624.80683334,639.0,635.80683334,631.0,627.80683334
8328,532.3774,532.2954,541.0,538.06147726,538.0,535.06147726,537.0,534.0619264
8329,653.3915,653.669,659.0,655.28757643,659.0,655.28757643,661.0,657.28713255
8330,807.0528,805.687,815.0,810.56344613,817.0,812.56344613,814.0,809.56365171
8331,630.145,630.5057,641.0,637.57149301,630.0,626.57149301,637.0,633.571904
8332,651.8512,652.5942,663.0,658.97503967,649.0,644.97503967,659.0,654.97520551
8333,659.852,660.0024,669.0,665.22198356,664.0,660.22198356,669.0,665.22198356
8334,749.3356,748.5903,760.0,755.17331757,758.0,753.17331757,761.0,756.17354107
8335,593.1566,591.0942,595.0,591.80814315,586.0,582.80814315,602.0,598.80814315
8336,631.3416,630.371,641.0,637.89784438,629.0,625.89784438,638.0,634.89784438
8337,667.5453,667.9802,676.0,672.48680456,665.0,661.48680456,676.0,672.48638623
8338,754.9977,754.7505,765.0,760.48347336,778.0,773.48347336,763.0,758.48368118
8339,604.1575,601.7447,614.0,609.72635722,622.0,617.72635722,612.0,607.72635722
8340,628.5935,627.3619,636.0,632.32477185,601.0,597.32477185,637.0,633.32477185
8341,626.2611,627.2061,634.0,630.33139789,637.0,633.33139789,636.0,632.3320179
8342,617.8506,616.8769,621.0,616.86457309,623.0,618.86457309,624.0,619.86457309
8343,679.6477,680.1336,683.0,679.11827581,685.0,681.11827581,691.0,687.11797591
8344,600.7235,600.5615,609.0,604.88443722,610.0,605.88443722,610.0,605.88460587
8345,546.6354,547.0436,555.0,551.94061934,538.0,534.94061934,556.0,552.94061934
8346,655.7607,655.8004,663.0,659.26152961,661.0,657.26152961,662.0,658.2612299
8347,815.1045,816.4276,825.0,820.65059478,823.0,818.65059478,823.0,818.65079564
8348,545.1281,542.7988,550.0,546.57080591,550.0,546.57080591,553.0,549.57142345
8349,603.0038,605.2015,617.0,613.23084399,618.0,614.23084399,617.0,613.23039409
8350,827.5225,826.3123,837.0,832.14868814,836.0,831.14868814,837.0,832.14890715
8351,807.5807,807.119,817.0,812.45683016,821.0,816.45683016,818.0,813.45632274
8352,649.3697,652.0427,662.0,657.85604412,663.0,658.85604412,663.0,658.85624129
8353,565.001,565.4051,576.0,572.75351012,570.0,566.75351012,572.0,568.75391738
8354,537.8879,541.1759,547.0,544.10828535,542.0,539.10828535,550.0,547.10828535
8355,626.9076,626.8816,637.0,633.27863619,637.0,633.27863619,635.0,631.27863619
8356,642.5031,642.74,651.0,647.05834281,653.0,649.05834281,654.0,650.05786625
8357,598.5602,602.9984,611.0,607.58434876,609.0,605.58434876,604.0,600.5844707
8358,722.2325,722.629,729.0,724.82671897,725.0,720.82671897,729.0,724.82671897
8359,555.7626,556.8146,565.0,561.63030157,559.0,555.63030157,565.0,561.63030157
8360,622.432,620.0881,627.0,623.49388133,626.0,622.49388133,630.0,626.49401773
8361,485.8637,487.9009,498.0,494.66309052,500.0,496.66309052,496.0,492.66324628
8362,606.7814,606.3957,617.0,613.8383449,621.0,617.8383449,613.0,609.8383449
8363,804.0413,803.756,813.0,808.46269587,820.0,815.46269587,812.0,807.46289293
8364,597.3023,599.6019,608.0,604.93383776,604.0,600.93383776,608.0,604.93383776
8365,627.2221,626.3597,634.0,630.39800045,633.0,629.39800045,633.0,629.39814433
8366,552.0386,552.52,562.0,558.24170619,570.0,566.24170619,562.0,558.24170619
8367,595.5012,591.0168,592.0,588.70291351,586.0,582.70291351,601.0,597.70291351
8368,545.6805,546.2681,556.0,552.72635035,552.0,548.72635035,555.0,551.72647366
8369,490.2388,490.7762,501.0,497.61657469,493.0,489.61657469,496.0,492.61713727
8370,547.2985,547.4478,558.0,555.02096927,554.0,551.02096927,561.0,558.02105463
8371,635.5167,633.921,643.0,639.84822957,637.0,633.84822957,643.0,639.84822957
8372,801.4707,799.5915,811.0,806.6477433,813.0,808.6477433,805.0,800.64724184
8373,529.2634,526.3382,529.0,525.65664025,520.0,516.65664025,543.0,539.6567557
8374,695.8593,696.7126,707.0,702.54657003,712.0,707.54657003,704.0,699.54676868
8375,634.8444,635.4163,643.0,639.37985936,630.0,626.37985936,636.0,632.37985936
8376,601.2456,602.0679,616.0,612.76884937,609.0,605.76884937,612.0,608.76884937
8377,616.9889,616.3568,627.0,623.27247162,613.0,609.27247162,627.0,623.27260982
8378,711.0831,709.6792,720.0,715.39025245,721.0,716.39025245,721.0,716.39045088
8379,586.914,587.499,597.0,594.08060127,579.0,576.08060127,595.0,592.08060127
8380,518.5619,519.4648,532.0,528.9349074,532.0,528.9349074,530.0,526.9349074
8381,744.2094,745.0815,752.0,748.20597897,752.0,748.20597897,751.0,747.20597897
8382,565.0608,564.776,573.0,569.67581095,559.0,555.67581095,575.0,571.67592004
8383,604.6483,604.9935,613.0,609.5301954,619.0,615.5301954,612.0,608.53061331
8384,633.7706,634.424,644.0,640.26535108,649.0,645.26535108,642.0,638.26490433
8385,503.1299,503.8335,512.0,508.76518379,522.0,518.76518379,513.0,509.76532843
8386,578.7427,580.3073,589.0,585.92768563,598.0,594.92768563,586.0,582.92768563
8387,626.5473,626.4891,633.0,630.00628665,616.0,613.00628665,634.0,631.00628665
8388,571.6669,571.816,583.0,579.54506425,577.0,573.54506425,578.0,574.5452074
8389,631.4485,631.8812,643.0,639.84997208,647.0,643.84997208,642.0,638.85008715
8390,648.4527,648.4509,658.0,654.39838609,662.0,658.39838609,655.0,651.39838609
8391,459.13,459.3217,466.0,462.78639272,467.0,463.78639272,466.0,462.78653955
8392,658.024,658.4852,669.0,665.24774054,659.0,655.24774054,669.0,665.24728488
8393,918.4891,917.5038,920.0,915.96830774,918.0,913.96830774,924.0,919.96850468
8394,933.5608,934.2803,944.0,939.30998402,943.0,938.30998402,943.0,938.31019018
8395,635.3211,636.3871,645.0,641.49731604,650.0,646.49731604,647.0,643.49731604
8396,558.5792,557.7255,565.0,561.7766888,565.0,561.7766888,565.0,561.7766888
8397,589.1503,583.844,592.0,588.87486592,586.0,582.87486592,592.0,588.87486592
8398,581.9398,582.7047,582.0,578.75495253,583.0,579.75495253,591.0,587.75495253
8399,599.4292,599.0303,609.0,605.30771609,600.0,596.30771609,609.0,605.30785373
8400,564.8458,566.4121,574.0,570.16318283,570.0,566.16318283,576.0,572.16318283
8401,599.4329,599.6105,608.0,603.57538032,605.0,600.57538032,609.0,604.5748809
8402,774.6868,781.0819,782.0,777.35727783,788.0,783.35727783,781.0,776.35749264
8403,601.0192,600.7134,609.0,605.65322982,597.0,593.65322982,611.0,607.65322982
8404,681.5355,681.2722,679.0,674.71573377,685.0,680.71573377,681.0,676.71573377
8405,580.0393,579.8781,589.0,585.74987774,582.0,578.74987774,589.0,585.74987774
8406,601.9902,602.725,613.0,609.82379342,603.0,599.82379342,613.0,609.82379342
8407,606.3856,606.6594,617.0,613.95593475,598.0,594.95593475,617.0,613.95628441
8408,585.2269,584.1912,592.0,588.83799982,598.0,594.83799982,596.0,592.83841927
8409,488.1238,489.5854,498.0,494.55817386,490.0,486.55817386,496.0,492.5587998
8410,507.709,507.8477,516.0,512.79589922,519.0,515.79589922,516.0,512.79647495
8411,629.1885,629.3494,640.0,636.4296804,635.0,631.4296804,639.0,635.42925132
8412,661.8856,662.2795,675.0,672.02133376,672.0,669.02133376,674.0,671.02133376
8413,638.1526,639.0722,647.0,643.40475446,639.0,635.40475446,648.0,644.40432794
8414,626.6894,625.0941,632.0,628.03066526,638.0,634.03066526,633.0,629.03084457
8415,864.3734,865.4896,875.0,870.95109619,883.0,878.95109619,873.0,868.95129484
8416,549.3607,550.6793,561.0,557.16947995,573.0,569.16947995,558.0,554.16965463
8417,613.5819,613.8635,621.0,617.11859327,627.0,623.11859327,625.0,621.11859327
8418,583.0018,583.2132,594.0,590.7131079,590.0,586.7131079,593.0,589.71323335
8419,643.651,645.207,653.0,648.79557648,668.0,663.79557648,654.0,649.79557648
8420,623.4725,624.6182,631.0,627.01920694,644.0,640.01920694,629.0,625.01920694
8421,886.5721,886.2617,894.0,889.79964285,895.0,890.79964285,891.0,886.79984817
8422,703.8068,704.4911,734.0,730.18275822,715.0,711.18275822,714.0,710.18245975
8423,603.9146,604.6532,612.0,608.72216008,604.0,600.72216008,609.0,605.72216008
8424,542.9632,541.5175,553.0,549.11764441,551.0,547.11764441,552.0,548.11783568
8425,511.2797,511.4575,520.0,516.79422839,523.0,519.79422839,520.0,516.79436585
8426,629.7004,630.1055,639.0,635.13789535,637.0,633.13789535,639.0,635.13789535
8427,611.938,610.875,621.0,617.50071361,611.0,607.50071361,620.0,616.50071361
8428,671.7639,671.9099,677.0,673.34676903,673.0,669.34676903,682.0,678.34676903
8429,575.3945,577.1913,593.0,588.96842467,585.0,580.96842467,588.0,583.96860806
8430,655.7749,655.794,662.0,658.12469341,668.0,664.12469341,666.0,662.12485189
8431,622.0784,621.6439,632.0,628.363973,623.0,619.363973,626.0,622.36354176
8432,623.0734,624.1961,631.0,627.47267126,635.0,631.47267126,631.0,627.47281284
8433,545.3991,545.1091,551.0,547.7290562,565.0,561.7290562,554.0,550.72919669
8434,742.8332,741.8455,751.0,746.20828638,752.0,747.20828638,752.0,747.208509
8435,750.1069,750.6594,752.0,748.6224121,758.0,754.6224121,761.0,757.6224121
8436,547.1255,547.8096,555.0,551.84413596,553.0,549.84413596,556.0,552.8446838
8437,649.6764,650.0378,655.0,650.64882908,654.0,649.64882908,659.0,654.64882908
8438,536.9037,534.0156,542.0,538.11211819,540.0,536.11211819,543.0,539.11211819
8439,592.6346,592.8234,601.0,596.88957582,606.0,601.88957582,601.0,596.88976354
8440,448.7769,440.5125,451.0,447.27305713,471.0,467.27305713,454.0,450.27324152
8441,714.5087,715.213,726.0,721.57469845,725.0,720.57469845,722.0,717.57440052
8442,592.8299,594.5889,604.0,600.87949109,598.0,594.87949109,601.0,597.87949109
8443,571.8518,571.3658,579.0,574.94183575,585.0,580.94183575,582.0,577.94201485
8444,534.3734,535.6757,548.0,544.77479625,537.0,533.77479625,540.0,536.77479625
8445,705.0208,706.1501,715.0,712.11989826,704.0,701.11989826,713.0,710.11989826
8446,572.692,573.3069,581.0,578.0921072,579.0,576.0921072,578.0,575.0921072
8447,579.6545,581.6671,590.0,586.68478651,587.0,583.68478651,591.0,587.68478651
